The conjugate coefficient is (-0.00997686,0)

The conjugate coefficient is (0.0200664,0)

The conjugate coefficient is (-0.00997686,0)

The conjugate coefficient is (0.038549,0)

The conjugate coefficient is (0.0200664,0)

The conjugate coefficient is (-0.0493219,0)

The conjugate coefficient is (-0.011555,0)

The conjugate coefficient is (-0.0201533,0)

The conjugate coefficient is (0.038549,0)

The conjugate coefficient is (-0.0493219,0)

The conjugate coefficient is (-0.00220281,-0)

The conjugate coefficient is (0.0032353,-0)

The conjugate coefficient is (9.85003e-05,-0)

The conjugate coefficient is (0.00345706,-0)

The conjugate coefficient is (0.0379446,-0)

The conjugate coefficient is (0.0216131,-0)

The conjugate coefficient is (-0.0452117,0)

The conjugate coefficient is (-0.00220281,-0)

The conjugate coefficient is (0.0032353,-0)

The conjugate coefficient is (0.00345706,-0)

The conjugate coefficient is (9.85003e-05,-0)

The conjugate coefficient is (0.0379446,-0)

The conjugate coefficient is (0.0216131,-0)

The conjugate coefficient is (0.0452117,-0)

The conjugate coefficient is (0.00172043,0)

The conjugate coefficient is (0.0142932,0)

The conjugate coefficient is (-0.00248121,-0)

The conjugate coefficient is (-0.0170384,-0)

The conjugate coefficient is (-0.00157488,0)

The conjugate coefficient is (0.00193228,-0)

The conjugate coefficient is (0.0176712,-0)

The conjugate coefficient is (0.00375277,0)

The conjugate coefficient is (-0.000412941,-0)

The conjugate coefficient is (-0.0381083,-0)

The conjugate coefficient is (-0.00349498,-0)

The conjugate coefficient is (0.0383807,-0)

The conjugate coefficient is (0.0112467,0)

The conjugate coefficient is (0.00932536,-0)

The conjugate coefficient is (-0.000412941,-0)

The conjugate coefficient is (-0.00932536,0)

The conjugate coefficient is (0.000412941,0)

The conjugate coefficient is (0.0112467,0)

The conjugate coefficient is (-0.0138911,0)

The conjugate coefficient is (0.000286408,0)

The conjugate coefficient is (0.0112467,0)

The conjugate coefficient is (-0.009464,0)

The conjugate coefficient is (-0.00932536,0)

The conjugate coefficient is (0.000412941,0)

The conjugate coefficient is (-0.0138911,0)

The conjugate coefficient is (-0.009464,0)

The conjugate coefficient is (-0.00117444,0)

The conjugate coefficient is (0.000286408,0)

The conjugate coefficient is (-0.00932536,0)

The conjugate coefficient is (-0.00117444,0)

The conjugate coefficient is (0.000412941,0)

The conjugate coefficient is (-0.064176,-0)

The conjugate coefficient is (-0.009464,0)

The conjugate coefficient is (0.00208032,-0)

The conjugate coefficient is (0.00345706,-0)

The conjugate coefficient is (-0.0381083,-0)

The conjugate coefficient is (-0.034374,-0)

The conjugate coefficient is (0.0101701,-0)

The conjugate coefficient is (0.015665,0)

The conjugate coefficient is (0.0293085,-0)

The conjugate coefficient is (0.0381083,0)

The conjugate coefficient is (-0.00691042,-0)

The conjugate coefficient is (-0.064176,-0)

The conjugate coefficient is (-0.00460706,0)

The conjugate coefficient is (-0.009464,0)

The conjugate coefficient is (-0.0101701,0)

The conjugate coefficient is (-0.00460706,0)

The conjugate coefficient is (0.00208032,-0)

The conjugate coefficient is (-0.0620161,0)

The conjugate coefficient is (-0.0104732,0)

The conjugate coefficient is (0.00345706,-0)

The conjugate coefficient is (0.0381083,0)

The conjugate coefficient is (-0.009464,0)

The conjugate coefficient is (-0.0620161,0)

The conjugate coefficient is (-0.0522315,-0)

The conjugate coefficient is (0.015665,0)

The conjugate coefficient is (-0.034374,-0)

The conjugate coefficient is (-0.0101701,0)

The conjugate coefficient is (-0.0104732,0)

The conjugate coefficient is (0.015665,0)

The conjugate coefficient is (0.0293085,-0)

The conjugate coefficient is (0.0381083,0)

The conjugate coefficient is (-0.00691042,-0)

The conjugate coefficient is (-0.00997686,0)

The conjugate coefficient is (-0.0238075,0)

The conjugate coefficient is (-0.00248121,-0)

The conjugate coefficient is (-0.0170384,-0)

The conjugate coefficient is (-0.00116288,0)

The conjugate coefficient is (-0.0238075,0)

The conjugate coefficient is (0.00172043,0)

The conjugate coefficient is (0.00248121,0)

The conjugate coefficient is (-0.00997686,0)

The conjugate coefficient is (0.0170384,0)

The conjugate coefficient is (0.00172043,0)

The conjugate coefficient is (-0.00997686,0)

The conjugate coefficient is (-0.0236149,0)

The conjugate coefficient is (0.0142932,0)

The conjugate coefficient is (-0.0236149,0)

The conjugate coefficient is (-0.00116288,0)

The conjugate coefficient is (0.0142932,0)

The conjugate coefficient is (-0.0238075,0)

The conjugate coefficient is (0.00248121,0)

The conjugate coefficient is (0.0170384,0)

The conjugate coefficient is (-0.00116288,0)

The conjugate coefficient is (-0.0238075,0)

The conjugate coefficient is (-0.00678602,-0)

The conjugate coefficient is (0.00568611,0)

The conjugate coefficient is (-0.0096219,-0)

The conjugate coefficient is (0.0441441,-0)

The conjugate coefficient is (-0.0606551,0)

The conjugate coefficient is (0.0800471,-0)

The conjugate coefficient is (-0.00678602,-0)

The conjugate coefficient is (-0.00568611,-0)

The conjugate coefficient is (-0.0522315,-0)

The conjugate coefficient is (-0.0096219,-0)

The conjugate coefficient is (0.0441441,-0)

The conjugate coefficient is (0.0606551,-0)

The conjugate coefficient is (0.0800471,-0)

The conjugate coefficient is (0.0234524,0)

The conjugate coefficient is (-0.00117444,0)

The conjugate coefficient is (0.00111453,0)

The conjugate coefficient is (-0.0304868,0)

The conjugate coefficient is (0.0391996,-0)

The conjugate coefficient is (0.0048184,0)

The conjugate coefficient is (0.038549,0)

The conjugate coefficient is (0.022212,-0)

The conjugate coefficient is (0.00833596,0)

The conjugate coefficient is (-0.0130224,0)

The conjugate coefficient is (-0.0162302,0)

The conjugate coefficient is (0.00672573,0)

The conjugate coefficient is (-0.0130224,0)

The conjugate coefficient is (-0.0162302,0)

The conjugate coefficient is (0.00672573,0)

The conjugate coefficient is (-0.00787838,0)

The conjugate coefficient is (-0.00787838,0)

The conjugate coefficient is (-0.0162302,0)

The conjugate coefficient is (0.0234524,0)

The conjugate coefficient is (-0.0295675,0)

The conjugate coefficient is (-0.0162302,0)

The conjugate coefficient is (-0.072226,0)

The conjugate coefficient is (0.0234524,0)

The conjugate coefficient is (-0.0162302,0)

The conjugate coefficient is (-0.072226,0)

The conjugate coefficient is (0.0234524,0)

The conjugate coefficient is (-0.0295675,0)

The conjugate coefficient is (-0.0295675,0)

The conjugate coefficient is (-0.0118437,0)

The conjugate coefficient is (-0.0144039,0)

The conjugate coefficient is (-0.0144039,0)

The conjugate coefficient is (-0.0118437,0)

The conjugate coefficient is (-0.0118437,0)

The conjugate coefficient is (0.00672573,0)

The conjugate coefficient is (0.000882463,0)

The conjugate coefficient is (0.00672573,0)

The conjugate coefficient is (0.0234524,0)

The conjugate coefficient is (-0.0279642,0)

The conjugate coefficient is (0.00672573,0)

The conjugate coefficient is (0.0234524,0)

The conjugate coefficient is (-0.0279642,0)

The conjugate coefficient is (0.000882463,0)

The conjugate coefficient is (0.000882463,0)

The conjugate coefficient is (-0.00584667,-0)

The conjugate coefficient is (0.00255912,-0)

The conjugate coefficient is (-0.00310569,-0)

The conjugate coefficient is (-0.034374,-0)

The conjugate coefficient is (0.0793127,-0)

The conjugate coefficient is (0.0580931,-0)

The conjugate coefficient is (0.0948948,-0)

The conjugate coefficient is (-0.00584667,-0)

The conjugate coefficient is (0.00255912,-0)

The conjugate coefficient is (-0.034374,-0)

The conjugate coefficient is (-0.00310569,-0)

The conjugate coefficient is (0.0793127,-0)

The conjugate coefficient is (0.0580931,-0)

The conjugate coefficient is (0.0948948,-0)

The conjugate coefficient is (-0.00787838,0)

The conjugate coefficient is (-0.0179079,0)

The conjugate coefficient is (0.000286408,0)

The conjugate coefficient is (0.0101701,-0)

The conjugate coefficient is (-0.00349498,-0)

The conjugate coefficient is (0.0101701,-0)

The conjugate coefficient is (0.00349498,0)

The conjugate coefficient is (-0.0179079,0)

The conjugate coefficient is (0.000286408,0)

The conjugate coefficient is (-0.0156631,0)

The conjugate coefficient is (-0.0179079,0)

The conjugate coefficient is (-0.0101701,0)

The conjugate coefficient is (-0.00339775,0)

The conjugate coefficient is (0.00349498,0)

The conjugate coefficient is (0.000286408,0)

The conjugate coefficient is (-0.0101701,0)

The conjugate coefficient is (0.000137342,0)

The conjugate coefficient is (-0.0156631,0)

The conjugate coefficient is (-0.00339775,0)

The conjugate coefficient is (0.000137342,0)

The conjugate coefficient is (0.00349498,0)

The conjugate coefficient is (0.15421,-0)

The conjugate coefficient is (-0.00339775,0)

The conjugate coefficient is (0.0714624,-0)

The conjugate coefficient is (-0.0104732,0)

The conjugate coefficient is (0.0379446,-0)

The conjugate coefficient is (0.0383807,-0)

The conjugate coefficient is (-0.00932536,0)

The conjugate coefficient is (0.0441441,-0)

The conjugate coefficient is (-0.0304868,0)

The conjugate coefficient is (0.0793127,-0)

The conjugate coefficient is (-0.0383807,0)

The conjugate coefficient is (0.0345372,-0)

The conjugate coefficient is (0.15421,-0)

The conjugate coefficient is (0.00332481,0)

The conjugate coefficient is (-0.00932536,0)

The conjugate coefficient is (-0.00339775,0)

The conjugate coefficient is (0.00332481,0)

The conjugate coefficient is (0.0714624,-0)

The conjugate coefficient is (-0.0104732,0)

The conjugate coefficient is (-0.050953,0)

The conjugate coefficient is (0.0379446,-0)

The conjugate coefficient is (-0.0383807,0)

The conjugate coefficient is (-0.00932536,0)

The conjugate coefficient is (-0.0104732,0)

The conjugate coefficient is (0.0441441,-0)

The conjugate coefficient is (-0.0304868,0)

The conjugate coefficient is (0.0793127,-0)

The conjugate coefficient is (-0.00339775,0)

The conjugate coefficient is (-0.050953,0)

The conjugate coefficient is (-0.0304868,0)

The conjugate coefficient is (0.0483879,-0)

The conjugate coefficient is (-0.0383807,0)

The conjugate coefficient is (0.0345372,-0)

The conjugate coefficient is (0.0200664,0)

The conjugate coefficient is (0.0142932,0)

The conjugate coefficient is (0.022212,-0)

The conjugate coefficient is (0.00193228,-0)

The conjugate coefficient is (0.0176712,-0)

The conjugate coefficient is (-0.022212,0)

The conjugate coefficient is (0.032264,0)

The conjugate coefficient is (-0.00157488,0)

The conjugate coefficient is (-0.00193228,0)

The conjugate coefficient is (0.0200664,0)

The conjugate coefficient is (-0.0176712,0)

The conjugate coefficient is (-0.00157488,0)

The conjugate coefficient is (0.0200664,0)

The conjugate coefficient is (0.0142932,0)

The conjugate coefficient is (-0.0354634,0)

The conjugate coefficient is (0.0142932,0)

The conjugate coefficient is (-0.022212,0)

The conjugate coefficient is (-0.0354634,0)

The conjugate coefficient is (0.032264,0)

The conjugate coefficient is (-0.00193228,0)

The conjugate coefficient is (-0.0176712,0)

The conjugate coefficient is (-0.022212,0)

The conjugate coefficient is (0.032264,0)

The conjugate coefficient is (0.109607,-0)

The conjugate coefficient is (0.000137342,0)

The conjugate coefficient is (0.00111453,0)

The conjugate coefficient is (0.0476877,-0)

The conjugate coefficient is (0.0216131,-0)

The conjugate coefficient is (0.015665,0)

The conjugate coefficient is (0.0606551,-0)

The conjugate coefficient is (0.0580931,-0)

The conjugate coefficient is (0.0391996,-0)

The conjugate coefficient is (0.020759,-0)

The conjugate coefficient is (0.109607,-0)

The conjugate coefficient is (0.00111453,0)

The conjugate coefficient is (-0.00117444,0)

The conjugate coefficient is (0.000137342,0)

The conjugate coefficient is (0.00111453,0)

The conjugate coefficient is (0.0476877,-0)

The conjugate coefficient is (0.015665,0)

The conjugate coefficient is (-0.0304868,0)

The conjugate coefficient is (0.0216131,-0)

The conjugate coefficient is (-0.0391996,0)

The conjugate coefficient is (-0.00117444,0)

The conjugate coefficient is (0.015665,0)

The conjugate coefficient is (0.0606551,-0)

The conjugate coefficient is (-0.0343175,0)

The conjugate coefficient is (0.0580931,-0)

The conjugate coefficient is (0.000137342,0)

The conjugate coefficient is (-0.0304868,0)

The conjugate coefficient is (-0.0343175,0)

The conjugate coefficient is (0.0222859,-0)

The conjugate coefficient is (-0.0391996,0)

The conjugate coefficient is (0.020759,-0)

The conjugate coefficient is (-0.0295675,0)

The conjugate coefficient is (0.000882463,0)

The conjugate coefficient is (-0.00787838,0)

The conjugate coefficient is (-0.0295675,0)

The conjugate coefficient is (0.000882463,0)

The conjugate coefficient is (-0.00787838,0)

The conjugate coefficient is (-0.0295675,0)

The conjugate coefficient is (0.000882463,0)

The conjugate coefficient is (-0.0193025,0)

The conjugate coefficient is (-0.0193025,0)

The conjugate coefficient is (-0.00348857,-0)

The conjugate coefficient is (0.010599,-0)

The conjugate coefficient is (-0.00420126,0)

The conjugate coefficient is (0.0293085,-0)

The conjugate coefficient is (0.0189658,-0)

The conjugate coefficient is (-0.00348857,-0)

The conjugate coefficient is (0.010599,-0)

The conjugate coefficient is (0.0293085,-0)

The conjugate coefficient is (0.00420126,-0)

The conjugate coefficient is (0.0483879,-0)

The conjugate coefficient is (0.0222859,-0)

The conjugate coefficient is (0.0189658,-0)

The conjugate coefficient is (-0.00460739,0)

The conjugate coefficient is (-0.0493219,0)

The conjugate coefficient is (-0.0238075,0)

The conjugate coefficient is (0.00497733,0)

The conjugate coefficient is (0.0289523,0)

The conjugate coefficient is (-0.00765949,0)

The conjugate coefficient is (0.011555,-0)

The conjugate coefficient is (0.011555,-0)

The conjugate coefficient is (-0.00248121,-0)

The conjugate coefficient is (0.00193228,-0)

The conjugate coefficient is (-0.00248121,-0)

The conjugate coefficient is (0.00193228,-0)

The conjugate coefficient is (-0.00765949,0)

The conjugate coefficient is (-0.0107004,0)

The conjugate coefficient is (-0.011555,0)

The conjugate coefficient is (-0.00915366,0)

The conjugate coefficient is (-0.00765949,0)

The conjugate coefficient is (-0.011555,0)

The conjugate coefficient is (0.00248121,0)

The conjugate coefficient is (-0.00193228,0)

The conjugate coefficient is (0.00248121,0)

The conjugate coefficient is (0.00660218,0)

The conjugate coefficient is (-0.00193228,0)

The conjugate coefficient is (-0.00610084,0)

The conjugate coefficient is (-0.0107004,0)

The conjugate coefficient is (-0.00915366,0)

The conjugate coefficient is (0.00660218,0)

The conjugate coefficient is (-0.00610084,0)

The conjugate coefficient is (-0.00915366,0)

The conjugate coefficient is (-0.0201533,0)

The conjugate coefficient is (-0.00693785,0)

The conjugate coefficient is (-0.0170384,-0)

The conjugate coefficient is (0.0176712,-0)

The conjugate coefficient is (-0.0170384,-0)

The conjugate coefficient is (0.00833596,0)

The conjugate coefficient is (0.0176712,-0)

The conjugate coefficient is (0.00497733,0)

The conjugate coefficient is (-0.00693785,0)

The conjugate coefficient is (-0.00915366,0)

The conjugate coefficient is (-0.0201533,0)

The conjugate coefficient is (-0.0309472,0)

The conjugate coefficient is (-0.00693785,0)

The conjugate coefficient is (-0.0201533,0)

The conjugate coefficient is (0.0170384,0)

The conjugate coefficient is (-0.0176712,0)

The conjugate coefficient is (0.0170384,0)

The conjugate coefficient is (0.00833596,0)

The conjugate coefficient is (-0.0176712,0)

The conjugate coefficient is (0.00497733,0)

The conjugate coefficient is (-0.00915366,0)

The conjugate coefficient is (-0.0309472,0)

The conjugate coefficient is (0.00833596,0)

The conjugate coefficient is (0.00497733,0)

The conjugate coefficient is (0.181201,-0)

The conjugate coefficient is (0.00375277,0)

The conjugate coefficient is (0.0691249,-0)

The conjugate coefficient is (0.0452117,-0)

The conjugate coefficient is (0.000412941,0)

The conjugate coefficient is (0.0381083,0)

The conjugate coefficient is (0.0800471,-0)

The conjugate coefficient is (0.0391996,-0)

The conjugate coefficient is (0.0948948,-0)

The conjugate coefficient is (0.00349498,0)

The conjugate coefficient is (-0.0383807,0)

The conjugate coefficient is (0.0391996,-0)

The conjugate coefficient is (0.0189658,-0)

The conjugate coefficient is (0.181201,-0)

The conjugate coefficient is (0.00375277,0)

The conjugate coefficient is (0.000412941,0)

The conjugate coefficient is (0.00349498,0)

The conjugate coefficient is (0.00375277,0)

The conjugate coefficient is (0.0691249,-0)

The conjugate coefficient is (0.0381083,0)

The conjugate coefficient is (-0.0383807,0)

The conjugate coefficient is (0.0452117,-0)

The conjugate coefficient is (-0.0762312,0)

The conjugate coefficient is (0.000412941,0)

The conjugate coefficient is (0.0381083,0)

The conjugate coefficient is (0.0800471,-0)

The conjugate coefficient is (-0.0391996,0)

The conjugate coefficient is (0.0948948,-0)

The conjugate coefficient is (0.00349498,0)

The conjugate coefficient is (-0.0383807,0)

The conjugate coefficient is (-0.0391996,0)

The conjugate coefficient is (0.0189658,-0)

The conjugate coefficient is (-0.0762312,0)

The conjugate coefficient is (0.0466138,-0)

The conjugate coefficient is (0.00660218,0)

The conjugate coefficient is (0.0048184,0)

The conjugate coefficient is (0.038549,0)

The conjugate coefficient is (-0.00116288,0)

The conjugate coefficient is (-0.022212,0)

The conjugate coefficient is (0.0289523,0)

The conjugate coefficient is (0.0048184,0)

The conjugate coefficient is (0.00660218,0)

The conjugate coefficient is (0.038549,0)

The conjugate coefficient is (0.00833596,0)

The conjugate coefficient is (0.0048184,0)

The conjugate coefficient is (0.038549,0)

The conjugate coefficient is (-0.00116288,0)

The conjugate coefficient is (-0.022212,0)

The conjugate coefficient is (-0.00116288,0)

The conjugate coefficient is (-0.0344788,0)

The conjugate coefficient is (-0.022212,0)

The conjugate coefficient is (0.0289523,0)

The conjugate coefficient is (0.00660218,0)

The conjugate coefficient is (0.00833596,0)

The conjugate coefficient is (-0.0344788,0)

The conjugate coefficient is (0.0289523,0)

The conjugate coefficient is (-0.0118437,0)

The conjugate coefficient is (-0.0118437,0)

The conjugate coefficient is (-0.0118437,0)

The conjugate coefficient is (-0.0121751,0)

The conjugate coefficient is (-0.0121751,0)

The conjugate coefficient is (-0.00610084,0)

The conjugate coefficient is (-0.00460739,0)

The conjugate coefficient is (-0.0493219,0)

The conjugate coefficient is (-0.0238075,0)

The conjugate coefficient is (0.032264,0)

The conjugate coefficient is (-0.00460739,0)

The conjugate coefficient is (-0.00610084,0)

The conjugate coefficient is (-0.0493219,0)

The conjugate coefficient is (0.00497733,0)

The conjugate coefficient is (-0.00460739,0)

The conjugate coefficient is (-0.0493219,0)

The conjugate coefficient is (-0.0238075,0)

The conjugate coefficient is (0.032264,0)

The conjugate coefficient is (-0.0238075,0)

The conjugate coefficient is (0.0289523,0)

The conjugate coefficient is (0.032264,0)

The conjugate coefficient is (-0.057664,0)

The conjugate coefficient is (-0.00610084,0)

The conjugate coefficient is (0.00497733,0)

The conjugate coefficient is (0.0289523,0)

The conjugate coefficient is (-0.057664,0)

The conjugate coefficient is (-0.0047016,-0)

The conjugate coefficient is (0.00208453,-0)

The conjugate coefficient is (-0.00256673,-0)

The conjugate coefficient is (-0.00691042,-0)

The conjugate coefficient is (0.0345372,-0)

The conjugate coefficient is (0.020759,-0)

The conjugate coefficient is (-0.0047016,-0)

The conjugate coefficient is (0.00208453,-0)

The conjugate coefficient is (-0.00691042,-0)

The conjugate coefficient is (-0.00256673,-0)

The conjugate coefficient is (0.0345372,-0)

The conjugate coefficient is (0.020759,-0)

The conjugate coefficient is (0.0466138,-0)

The conjugate coefficient is (-0.208314,-0)

The conjugate coefficient is (0.0918018,-0)

The conjugate coefficient is (-0.119057,-0)

The conjugate coefficient is (-0.064176,-0)

The conjugate coefficient is (0.15421,-0)

The conjugate coefficient is (0.109607,-0)

The conjugate coefficient is (0.181201,-0)

The conjugate coefficient is (0.208314,0)

The conjugate coefficient is (-0.0918018,0)

The conjugate coefficient is (-0.064176,-0)

The conjugate coefficient is (0.119057,0)

The conjugate coefficient is (0.15421,-0)

The conjugate coefficient is (0.109607,-0)

The conjugate coefficient is (0.181201,-0)

The conjugate coefficient is (-0.0290851,0)

The conjugate coefficient is (0.0112467,0)

The conjugate coefficient is (-0.00460706,0)

The conjugate coefficient is (-0.0179079,0)

The conjugate coefficient is (0.00332481,0)

The conjugate coefficient is (0.00111453,0)

The conjugate coefficient is (0.00375277,0)

The conjugate coefficient is (0.0112467,0)

The conjugate coefficient is (-0.0179079,0)

The conjugate coefficient is (-0.0054976,0)

The conjugate coefficient is (-0.00888408,0)

The conjugate coefficient is (0.00172043,0)

The conjugate coefficient is (-0.00157488,0)

The conjugate coefficient is (-0.00765949,0)

The conjugate coefficient is (-0.00693785,0)

The conjugate coefficient is (0.0048184,0)

The conjugate coefficient is (-0.00460739,0)

The conjugate coefficient is (-0.00765949,0)

The conjugate coefficient is (0.0112467,0)

The conjugate coefficient is (-0.0138911,0)

The conjugate coefficient is (-0.009464,0)

The conjugate coefficient is (0.000286408,0)

The conjugate coefficient is (-0.00932536,0)

The conjugate coefficient is (-0.00117444,0)

The conjugate coefficient is (0.000412941,0)

The conjugate coefficient is (0.000286408,0)

The conjugate coefficient is (-0.0130224,0)

The conjugate coefficient is (-0.0162302,0)

